passage_id,text,source
p1148,The length traveled by an object moving in any direction or even changing direction is called distance.,SciQ
p1149,"Valence bond theory describes the benzene molecule and other planar aromatic hydrocarbon molecules as hexagonal rings of sp2-hybridized carbon atoms with the unhybridized p orbital of each carbon atom perpendicular to the plane of the ring. Three valence electrons in the sp2 hybrid orbitals of each carbon atom and the valence electron of each hydrogen atom form the framework of σ bonds in the benzene molecule. The fourth valence electron of each carbon atom is shared with an adjacent carbon atom in their unhybridized p orbitals to yield the π bonds. Benzene does not, however, exhibit the characteristics typical of an alkene. Each of the six bonds between its carbon atoms is equivalent and exhibits properties that are intermediate between those of a C–C single bond and a C = C double bond. To represent this unique bonding, structural formulas for benzene and its derivatives are typically drawn with single bonds between the carbon atoms and a circle within the ring as shown in Figure 20.11.",SciQ
p1150,Atmospheric carbon dioxide levels have been rising for the past several decades.,SciQ
p1151,"The speed of most waves depends on the medium through which they are traveling. Generally, waves travel fastest through solids and slowest through gases. That’s because particles are closest together in solids and farthest apart in gases. When particles are farther apart, it takes longer for the energy of the disturbance to pass from particle to particle.",SciQ
p1152,"Look at the honeybees in Figure below . Honeybees live in colonies that may consist of thousands of individual bees. Generally, there are three types of adult bees in a colony: workers, a queen, and drones.",SciQ
p1153,"In this lesson, you read how scientists determine the relative ages of sedimentary rock layers. The law of superposition determines which rock layers are younger or older than others.",SciQ
p1154,"19.4 Equipotential Lines We can represent electric potentials (voltages) pictorially, just as we drew pictures to illustrate electric fields. Of course, the two are related. Consider Figure 19.8, which shows an isolated positive point charge and its electric field lines. Electric field lines radiate out from a positive charge and terminate on negative charges. While we use blue arrows to represent the magnitude and direction of the electric field, we use green lines to represent places where the electric potential is constant. These are called equipotential lines in two dimensions, or equipotential surfaces in three dimensions. The term equipotential is also used as a noun, referring to an equipotential line or surface. The potential for a point charge is the same anywhere on an imaginary sphere of radius r surrounding the charge. This is true since the potential for a point charge is given by V = kQ / r and, thus, has the same value at any point that is a given distance r from the charge. An equipotential sphere is a circle in the two-dimensional view of Figure 19.8. Since the electric field lines point radially away from the charge, they are perpendicular to the equipotential lines.",SciQ
p1155,"Leaves are rich in chloroplasts that function as solar collectors and food factories. The first leaves were very small, but leaves became larger over time.",SciQ
p1156,"The process of producing eggs in the ovary is called oogenesis. Eggs, like sperm, are haploid cells, and their production occurs in several steps that involve different types of cells, as shown in Figure below . You can follow the process of oogenesis in the figure as you read about it below.",SciQ
p1157,Homologous chromosomes move toward opposite poles of a dividing cell during.,SciQ
p1158,"Most body fluids that you release from your body contain chemicals that kill pathogens. For example, mucus, sweat, tears, and saliva contain enzymes called lysozymes that kill pathogens. These enzymes can break down the cell walls of bacteria to kill them.",SciQ
p1159,At the top of the mesosphere is the mesopause. Temperatures here are colder than anywhere else in the atmosphere. They are as low as -100° C (-212° F)! Nowhere on Earth’s surface is that cold.,SciQ
p1160,Mom the Barbarian. Yogurt is made from milk fermented with bacteria . CC BY 2.0.,SciQ
p1161,"As cells divide, their chromosomes get shorter. This is because the telomeres, the DNA sequences at both ends of a chromosome, lose material every time the DNA is replicated. The older the animal is, the shorter its telomeres will be, because of the number of cell cycles the cells have been through This is a natural part of aging. So, what happens to the clone if its transferred nucleus is already fairly old? Will the shortened telomeres affect its development or lifespan? The answer is still unclear. But starting a new organisms with ""old"" DNA with shortened telomeres is bound to have some effects, at least in some clones. Some cloned animals may be affected, others may not. Dolly the sheep's chromosomes did have shorter telomere lengths than normal. This means that Dolly's cells were aging faster than the cells from a normal sheep.",SciQ
p1162,Cancer is the uncontrolled growth of abnormal cells in the body. Cancerous cells are also called malignant cells. There are over 200 different known cancers that afflict humans.,SciQ
p1163,"Alloys can be one of two general types. In one type, called a substitutional alloy, the various atoms simply replace each other in the crystal structure. In another type, called an interstitial alloy, the smaller atoms such as carbon fit in between the larger atoms in the crystal packing arrangement.",SciQ
p1164,"When the number of electrons and the number of protons are equal, the object is neutral.",SciQ
p1165,"Refraction is responsible for dispersion in rainbows and many other situations. The angle of refraction depends on the index of refraction, as we saw in The Law of Refraction. We know that the index of refraction n depends on the medium. But for a given medium, n also depends on wavelength. (See Table 25.2. Note that, for a given medium, n increases as wavelength decreases and is greatest for violet light. Thus violet light is bent more than red light, as shown for a prism in Figure 25.23(b), and the light is dispersed into the same sequence of wavelengths as seen in Figure 25.21 and Figure 25.22. Making Connections: Dispersion Any type of wave can exhibit dispersion. Sound waves, all types of electromagnetic waves, and water waves can be dispersed according to wavelength. Dispersion occurs whenever the speed of propagation depends on wavelength, thus separating and spreading out various wavelengths. Dispersion may require special circumstances and can result in spectacular displays such as in the production of a rainbow. This is also true for sound, since all frequencies ordinarily travel at the same speed. If you listen to sound through a long tube, such as a vacuum cleaner hose, you can easily hear it is dispersed by interaction with the tube. Dispersion, in fact, can reveal a great deal about what the wave has encountered that disperses its wavelengths. The dispersion of electromagnetic radiation from outer space, for example, has revealed much about what exists between the stars—the so-called empty space.",SciQ
p1166,"T ºF = 9 T ºC + 32 5 5 T ºC = ⎛⎝T ºF − 32⎞⎠ 9 T K = T ºC + 273.15 T ºC = T K − 273.15 • Systems are in thermal equilibrium when they have the same temperature. • Thermal equilibrium occurs when two bodies are in contact with each other and can freely exchange energy. • The zeroth law of thermodynamics states that when two systems, A and B, are in thermal equilibrium with each other, and B is in thermal equilibrium with a third system, C, then A is also in thermal equilibrium with C. 13.2 Thermal Expansion of Solids and Liquids • Thermal expansion is the increase, or decrease, of the size (length, area, or volume) of a body due to a change in temperature. • Thermal expansion is large for gases, and relatively small, but not negligible, for liquids and solids. • Linear thermal expansion is.",SciQ
p1167,"In the last lesson, we studied the characteristics of liquids and solids at a macroscopic level and at the molecular level. Increasing the temperature of a solid transforms the particles from a rigid arrangement to a fluid (a liquid or gas). Conversely, decreasing the temperature of a liquid or gas slows the particles down, going back from free movement to a fixed arrangement. In this section, we will further explore how temperature and pressure affect the characteristics and behavior of matter. Pressure has a larger effect on gases, which are very compressible, than liquids and solids. However, changes in pressure are still relevant to solids and liquids. For example, Figure above shows ice skates on ice. Because your entire weight is all concentrated on a thin blade, ice skates exert quite a bit of pressure on the ice below them. An interesting property of water is that increasing the pressure on its solid form (ice) will eventually convert it to liquid water. The pressure exerted by ice skates makes small amounts of liquid water on the surface, allowing the skates to glide smoothly.",SciQ
p1168,"Minerals that are not just a single element are made of chemical compounds. For example, the mineral quartz is made of the compound silicon dioxide, or SiO 2 . This compound has one atom of the element silicon for every two atoms of the element oxygen.",SciQ
p1169,Give examples of energy conversions between potential and kinetic energy.,SciQ
p1170,"Osmosis Osmosis is the diffusion of water through a semipermeable membrane according to the concentration gradient of water across the membrane. Whereas diffusion transports material across membranes and within cells, osmosis transports only water across a membrane and the membrane limits the diffusion of solutes in the water. Osmosis is a special case of diffusion. Water, like other substances, moves from an area of higher concentration to one of lower concentration. Imagine a beaker with a semipermeable membrane, separating the two sides or halves (Figure 3.21). On both sides of the membrane, the water level is the same, but there are different concentrations on each side of a dissolved substance, or solute, that cannot cross the membrane. If the volume of the water is the same, but the concentrations of solute are different, then there are also different concentrations of water, the solvent, on either side of the membrane.",SciQ
p1171,Courtesy of Dr. Triche and the National Cancer Institute. Lymphocytes are the key cells of an immune response . Public Domain.,SciQ
p1172,"It's rare for a biologist to predict the discovery of a new species. For his prediction, Kavanaugh drew inspiration from Darwin's own 1862 prediction. When Darwin observed an orchid from Madagascar with a foot-long nectar, he predicted that a pollinator would be found with a tongue long enough to reach the nectar inside the orchid's very thin, elongated nectar ‘‘pouch’’, though he had never seen such a bird or insect. Darwin's prediction was based on his finding that all species are related to each other and that some of them evolve together, developing similar adaptations . Darwin's prediction came true in 1903, when a moth was discovered in Madagascar with a long, thin proboscis, which it uncurls to reach the nectar in the orchid's nectar. In the process of feeding from the orchid, the moth serves as its pollinator. The moth was given the scientific name Xanthopan morganii praedicta , in honor of Darwin’s prediction.",SciQ
p1173,"The general term peptide refers to an amino acid chain of unspecified length. However, chains of about 50 amino acids or more are usually called proteins or polypeptides. In its physiologically active form, a protein may be composed of one or more polypeptide chains. For peptides and proteins to be physiologically active, it is not enough that they incorporate certain amounts of specific amino acids. The order, or sequence, in which the amino acids are connected is also of critical importance. Bradykinin is a nine-amino acid peptide produced in the blood that has the following amino acid sequence: arg-pro-pro-gly-phe-ser-pro-phe-arg This peptide lowers blood pressure, stimulates smooth muscle tissue, increases capillary permeability, and causes pain. When the order of amino acids in bradykinin is reversed, arg-phe-pro-ser-phe-gly-pro-pro-arg the peptide resulting from this synthesis shows none of the activity of bradykinin. Saylor URL: http://www. saylor. org/books.",SciQ
p1174,Average global temperature has been rising for the past several decades.,SciQ
p1175,"Plant Parasites Protist parasites of terrestrial plants include agents that destroy food crops. The oomycete Plasmopara viticola parasitizes grape plants, causing a disease called downy mildew (Figure 23.33). Grape plants infected with P. viticola appear stunted and have discolored, withered leaves. The spread of downy mildew nearly collapsed the French wine industry in the nineteenth century.",SciQ
p1176,"Denaturation and Protein Folding Each protein has its own unique sequence and shape that are held together by chemical interactions. If the protein is subject to changes in temperature, pH, or exposure to chemicals, the protein structure may change, losing its shape without losing its primary sequence in what is known as denaturation. Denaturation is often reversible because the primary structure of the polypeptide is conserved in the process if the denaturing agent is removed, allowing the protein to resume its function. Sometimes denaturation is irreversible, leading to loss of function. One example of irreversible protein denaturation is when an egg is fried. The albumin protein in the liquid egg white is denatured when placed in a hot pan. Not all proteins are denatured at high temperatures; for instance, bacteria that survive in hot springs have proteins that function at temperatures close to boiling. The stomach is also very acidic, has a low pH, and denatures proteins as part of the digestion process; however, the digestive enzymes of the stomach retain their activity under these conditions. Protein folding is critical to its function. It was originally thought that the proteins themselves were responsible for the folding process. Only recently was it found that often they receive assistance in the folding process from protein helpers known as chaperones (or chaperonins) that associate with the target protein during the folding process. They act by preventing aggregation of polypeptides that make up the complete protein structure, and they disassociate from the protein once the target protein is folded.",SciQ
p1177,"All living things depend on their environment to supply them with what they need, including food, water, and shelter. Their environment consists of physical factors—such as soil, air, and temperature—and also of other organisms. An organism is an individual living thing. Many living things interact with other organisms in their environment. In fact, they may need other organisms in order to survive. For example, living things that cannot make their own food must eat other organisms for food. Other interactions between living things include symbiosis and competition.",SciQ
p1178,"The 1,000 or so species of cartilaginous fish are subdivided into two subclasses: the first includes sharks, rays, and skates; the second includes chimaera, sometimes called ghost sharks. Fish from this group range in size from the dwarf lanternshark, at 6.3 inches, to the over 50-foot whale shark. Sharks obviously have jaws, as do the other cartilaginous fish. These fish evolved from the jawless fish. So why did fish eventually evolve to have jaws? Such an adaptation would allow fish to eat a much wider variety of food, including plants and other organisms.",SciQ
p1179,"Stars are classified by color, which correlates with temperature. Red stars are the coolest and blue are the hottest.",SciQ
p1180,"Skeletal muscle is attached to the bones of the skeleton. It is striated like cardiac muscle because its muscle fibers are arranged in bundles. Contractions of skeletal muscle are voluntary. This means that they are under conscious control. Whether you are doing pushups or pushing a pencil, you are using skeletal muscles. Skeletal muscles are the most common type of muscles in the body. You can read more about them below.",SciQ
p1181,An element is a fundamental chemical part of a substance; there are about 115 known elements. A compound is a combination of elements that acts as a different substance; there are over 50 million known substances.,SciQ
p1182,"Volcanoes can be active, dormant, or extinct.",SciQ
p1183,"There are four main ways that molecules can pass through a phospholipid membrane. The first way requires no energy input by the cell and is called simple diffusion. This type of transport includes passive diffusion and osmosis. No assistance by a transport is necessary in simple diffusion. Facilitated diffusion, does involve the assistance of transport proteins. The third way, called active transport , requires that the cell uses energy to pull in or pump out certain molecules and ions. Active transport involves proteins known as pumps. The fourth way is through vesicle transport , in which large molecules are moved across the membrane in bubble-like sacks that are made from pieces of the membrane. Vesicular transport includes exocytosis and endocytosis.",SciQ
p1184,"end is also anchored to the first rib by the costoclavicular ligament. The acromial end of the clavicle articulates with the acromion of the scapula at the acromioclavicular joint. This end is also anchored to the coracoid process of the scapula by the coracoclavicular ligament, which provides indirect support for the acromioclavicular joint. The clavicle supports the scapula, transmits the weight and forces from the upper limb to the body trunk, and protects the underlying nerves and blood vessels. The scapula lies on the posterior aspect of the pectoral girdle. It mediates the attachment of the upper limb to the clavicle, and contributes to the formation of the glenohumeral (shoulder) joint. This triangular bone has three sides called the medial, lateral, and superior borders. The suprascapular notch is located on the superior border. The scapula also has three corners, two of which are the superior and inferior angles. The third corner is occupied by the glenoid cavity. Posteriorly, the spine separates the supraspinous and infraspinous fossae, and then extends laterally as the acromion. The subscapular fossa is located on the anterior surface of the scapula. The coracoid process projects anteriorly, passing inferior to the lateral end of the clavicle.",SciQ
p1185,"is the phase (or state) of matter. The three fundamental phases of matter are solid, liquid, and gas (see Figure 1.1 ""The Phases of Matter""). Chemical properties are characteristics of matter that describe how matter changes form in the presence of other matter. Does a sample of matter burn? Burning is a chemical property. Does it behave violently when put in water? This reaction is a chemical property as well (Figure 1.2 ""Chemical Properties""). In the following chapters, we will see how descriptions of physical and chemical properties are important aspects of chemistry. If matter always stayed the same, chemistry would be rather boring. Fortunately, a major part of chemistry involves change. A physical change occurs when a sample of matter changes one or more of its physical properties. For example, a solid may melt (Figure 1.3 ""Physical Changes""), or alcohol in a thermometer may change volume as the temperature changes. A physical change does not affect the chemical composition of matter. A chemical change is the process of demonstrating a chemical property, such as the burning match in Figure 1.2 ""Chemical Properties"". As the matter in the match burns, its chemical composition changes, and new forms of matter with new physical properties are created. Note that chemical changes are frequently accompanied by physical changes, as the new matter will likely have different physical properties from the original matter.",SciQ
p1186,"The lymphatic system also plays an important role in the immune system. For example, the lymphatic system makes white blood cells that protect the body from diseases. Cells of the lymphatic system produce two types of white blood cells, T cells and B cells, that are involved in fighting specific pathogens. Lymph nodes, which are scattered throughout the lymphatic system, act as filters or traps for foreign particles and are important in the proper functioning of the immune system. The role of the lymphatic system in the immune response is discussed in additional concepts.",SciQ
p1187,Tension stress pulls rocks apart. Tension causes rocks to lengthen or break apart. Tension is the major type of stress found at divergent plate boundaries.,SciQ
p1188,"The cell wall is a rigid layer that surrounds the cell membrane of a plant cell. It’s made mainly of the complex carbohydrate called cellulose. The cell wall supports and protects the cell. The cell wall isn’t solid like a brick wall. It has tiny holes in it called pores. The pores let water, nutrients, and other substances move into and out of the cell.",SciQ
p1189,"Total internal reflection occurs when light goes from a slow (high index of refraction) medium to a fast (low index of refraction) medium. With total internal reflection, light refracts so much it actually refracts back into the first medium. This is how fiber optic cables work: no light leaves the wire.",SciQ
p1190,"Mars is the fourth planet from the Sun. It has two small, irregular moons. Mars is red because of rust in its soil. Mars has the largest mountain and the largest canyon in the solar system.",SciQ
p1191,Regulation of transcription in prokaryotes typically involves operons. An operon is a region of DNA that consists of one or more genes that encode the proteins needed for a specific function. The operon also includes a promoter and an operator. The operator is a region of the operon where regulatory proteins bind. It is located near the promoter and helps regulate transcription of the operon genes.,SciQ
p1192,"Members of the genus Trypanosoma are flagellate protozoa that cause sleeping sickness , which is common in Africa. They also cause Chagas disease , which is common in South America. The parasites are spread by insect vectors. The vector for Chagas disease is shown in Figure below . Trypanosoma parasites enter a person’s blood when the vector bites. Then they spread to other tissues and organs. The diseases may be fatal without medical treatment.",SciQ
p1193,"The mouth is the first digestive organ that food enters. The sight, smell, or taste of food stimulates the release of digestive enzymes by salivary glands inside the mouth. The major salivary enzyme is amylase. It begins the chemical digestion of carbohydrates by breaking down starch into sugar.",SciQ
p1194,"Jupiter has lots of moons. As of 2011, we have discovered over 60 natural satellites of Jupiter. Four are big enough and bright enough to be seen from Earth using a pair of binoculars. These four moons were first discovered by Galileo in 1610. They are called the Galilean moons . Figure below shows the four Galilean moons and their sizes relative to Jupiter’s Great Red Spot. These moons are named Io, Europa, Ganymede, and Callisto. The Galilean moons are larger than even the biggest dwarf planets, Pluto and Eris. Ganymede is the biggest moon in the solar system. It is even larger than the planet Mercury!.",SciQ
p1195,"Millions of fossils have been found since Darwin’s time. They show that evolution may occur in fits and starts. Long period of little or gradual change may be interrupted by bursts of rapid change. The rate of evolution is influenced by how the environment is changing. Today, Earth’s climate is changing rapidly. How do you think this might affect the rate of evolution?.",SciQ
p1196,"The inner ear is often described as a bony labyrinth, as it is composed of a series of canals embedded within the temporal bone. It has two separate regions, the cochlea and the vestibule, which are responsible for hearing and balance, respectively. The neural signals from these two regions are relayed to the brain stem through separate fiber bundles. However, these two distinct bundles travel together from the inner ear to the brain stem as the vestibulocochlear nerve. Sound is transduced into neural signals within the cochlear region of the inner ear, which contains the sensory neurons of the spiral ganglia. These ganglia are located within the spiral-shaped cochlea of the inner ear. The cochlea is attached to the stapes through the oval window. The oval window is located at the beginning of a fluid-filled tube within the cochlea called the scala vestibuli. The scala vestibuli extends from the oval window, travelling above the cochlear duct, which is the central cavity of the cochlea that contains the sound-transducing neurons. At the uppermost tip of the cochlea, the scala vestibuli curves over the top of the cochlear duct. The fluid-filled tube, now called the scala tympani, returns to the base of the cochlea, this time travelling under the cochlear duct. The scala tympani ends at the round window, which is covered by a membrane that contains the fluid within the scala. As vibrations of the ossicles travel through the oval window, the fluid of the scala vestibuli and scala tympani moves in a wave-like motion. The frequency of the fluid waves match the frequencies of the sound waves (Figure 14.6). The membrane covering the round window will bulge out or pucker in with the movement of the fluid within the scala tympani.",SciQ
p1197,"Enzymes are biochemical catalysts, which means that they speed up the rate of a specific chemical reaction. A process that might take weeks in the absence of an enzyme can occur in milliseconds if the proper enzyme is present. A generic enzyme-catalyzed reaction could be represented as follows:.",SciQ
p1198,"Why is activation energy needed? A reaction won’t occur unless atoms or molecules of reactants come together. This happens only if the particles are moving, and movement takes energy. Often, reactants have to overcome forces that push them apart. This takes energy as well. Still more energy is needed to start breaking bonds in reactants. The graphs in Figure below show the changes in energy in endothermic and exothermic reactions. Both reactions need the same amount of activation energy in order to begin.",SciQ
p1199,"Bones come in many different shapes and sizes, but they are all made of the same materials. Bones are organs, and recall that organs are made up of two or more types of tissues.",SciQ
p1200,"During sexual reproduction, two haploid gametes join in the process of fertilization to produce a diploid zygote.",SciQ
p1201,"Many kinds of waves exist, such as sound waves and water waves. Visible light is also a wave. It is a specific type of a more general phenomenon called an electromagnetic wave. All waves can be described in terms of the basic physical properties frequency and wavelength . These two properties are related to the speed of a wave by the following equation:.",SciQ
p1202,"Pepsinogen is an inactive form of pepsin; pepsin is the active form of the enzyme. Both enzymes catalyze the hydrolysis of peptide bonds. Chymotrypsin catalyzes the hydrolysis of peptide bonds following aromatic amino acids, while trypsin catalyzes the hydrolysis of peptide bonds following lysine and arginine. Aminopeptidase catalyzes the hydrolysis of amino acids from the N-terminal end of a protein, while carboxypeptidase catalyzes the hydrolysis of amino acids from the Cterminal end of a protein.",SciQ
p1203,"Amphibians have moist skin without scales. The skin is kept moist by mucus, which is secreted by mucous glands. In some species, the mucous glands also secrete toxins that make the animal poisonous to predators. The blue poison-dart frogs in Figure below are a good example. The toxin in their mucus is used by native people in South America to poison the tips of their hunting arrows.",SciQ
p1204,Skeletal muscles are attached to bones by tendons.,SciQ
p1205,"23.5 The Small and Large Intestines The three main regions of the small intestine are the duodenum, the jejunum, and the ileum. The small intestine is where digestion is completed and virtually all absorption occurs. These two activities are facilitated by structural adaptations that increase the mucosal surface area by 600-fold, including circular folds, villi, and microvilli. There are around 200 million microvilli per square millimeter of small intestine, which contain brush border enzymes that complete the digestion of carbohydrates and proteins. Combined with pancreatic juice, intestinal juice provides the liquid medium needed to further digest and absorb substances from chyme. The small intestine is also the site of unique mechanical digestive movements. Segmentation moves the chyme back and forth, increasing mixing and opportunities for absorption. Migrating motility complexes propel the residual chyme toward the large intestine. The main regions of the large intestine are the cecum, the colon, and the rectum. The large intestine absorbs water and forms feces, and is responsible for defecation. Bacterial flora break down additional carbohydrate residue, and synthesize certain vitamins. The mucosa of the large intestinal wall is generously endowed with goblet cells, which secrete mucus that eases the passage of feces. The entry of feces into the rectum activates the defecation reflex.",SciQ
p1206,"Most substances have three distinct phases: gas, liquid, and solid. Phase changes among the various phases of matter depend on temperature and pressure. The existence of the three phases with respect to pressure and temperature can be described in a phase diagram. Two phases coexist (i. , they are in thermal equilibrium) at a set of pressures and temperatures. These are described as a line on a phase diagram. The three phases coexist at a single pressure and temperature. This is known as the triple point and is described by a single point on a phase diagram. A gas at a temperature below its boiling point is called a vapor. Vapor pressure is the pressure at which a gas coexists with its solid or liquid phase. Partial pressure is the pressure a gas would create if it existed alone. Dalton’s law states that the total pressure is the sum of the partial pressures of all of the gases present.",SciQ
p1207,Some springs have water that contains minerals. Groundwater dissolves minerals out of the rock as it seeps through the pores. The water in some springs is hot because it is heated by hot magma. Many hot springs are also mineral springs. That’s because hot water can dissolve more minerals than cold water.,SciQ
p1208,An ecosystem consists of all the living things and nonliving things interacting in the same area.,SciQ
p1209,"Lastly, keep in mind the small size of bacteria. Together, all the bacteria in your gut may weight just about 2 pounds.",SciQ
p1210,"or myotube. As a myotube is formed from many different myoblast cells, it contains many nuclei, but has a continuous cytoplasm. This is why skeletal muscle cells are multinucleate, as the nucleus of each contributing myoblast remains intact in the mature skeletal muscle cell. However, cardiac and smooth muscle cells are not multinucleate because the myoblasts that form their cells do not fuse. Gap junctions develop in the cardiac and single-unit smooth muscle in the early stages of development. In skeletal muscles, ACh receptors are initially present along most of the surface of the myoblasts, but spinal nerve innervation causes the release of growth factors that stimulate the formation of motor end-plates and NMJs. As neurons become active, electrical signals that are sent through the muscle influence the distribution of slow and fast fibers in the muscle. Although the number of muscle cells is set during development, satellite cells help to repair skeletal muscle cells. A satellite cell is similar to a myoblast because it is a type of stem cell; however, satellite cells are incorporated into muscle cells and facilitate the protein synthesis required for repair and growth. These cells are located outside the sarcolemma and are stimulated to grow and fuse with muscle cells by growth factors that are released by muscle fibers under certain forms of stress. Satellite cells can regenerate muscle fibers to a very limited extent, but they primarily help to repair damage in living cells. If a cell is damaged to a greater extent than can be repaired by satellite cells, the muscle fibers are replaced by scar tissue in a process called fibrosis. Because scar tissue cannot contract, muscle that has sustained significant damage loses strength and cannot produce the same amount of power or endurance as it could before being damaged. Smooth muscle tissue can regenerate from a type of stem cell called a pericyte, which is found in some small blood vessels. Pericytes allow smooth muscle cells to regenerate and repair much more readily than skeletal and cardiac muscle tissue. Similar to skeletal muscle tissue, cardiac muscle does not regenerate to a great extent. Dead cardiac muscle tissue is replaced by scar tissue, which cannot contract. As scar tissue accumulates, the heart loses its ability to pump because of the loss of contractile power. However, some minor regeneration may occur due to stem cells found in the blood that occasionally enter cardiac tissue.",SciQ
p1211,The rate at which two gases mix. Inversely proportional to the density of the gas.,SciQ
p1212,"Syphilis is a very serious STI. Luckily, it is less common than chlamydia or gonorrhea. Syphilis usually begins with a small sore on the genitals. This is followed a few months later by a rash and flu-like symptoms. If syphilis is not treated, it may damage the heart, brain, and other organs. It can even cause death.",SciQ
p1213,"All redox reactions occur with a simultaneous change in the oxidation numbers of some atoms. At least two elements must change their oxidation numbers. When an oxidation number of an atom is increased in the course of a redox reaction, that atom is being oxidized. When an oxidation number of an atom is decreased in the course of a redox reaction, that atom is being reduced. Thus oxidation and reduction can also be defined in terms of increasing or decreasing oxidation numbers, respectively. Saylor URL: http://www. saylor. org/books.",SciQ
p1214,"Venules A venule is an extremely small vein, generally 8–100 micrometers in diameter. Postcapillary venules join multiple capillaries exiting from a capillary bed. Multiple venules join to form veins. The walls of venules consist of endothelium, a thin middle layer with a few muscle cells and elastic fibers, plus an outer layer of connective tissue fibers that constitute a very thin tunica externa (Figure 20.7). Venules as well as capillaries are the primary sites of emigration or diapedesis, in which the white blood cells adhere to the endothelial lining of the vessels and then squeeze through adjacent cells to enter the tissue fluid.",SciQ
p1215,"The active site is specific for the reactants of the biochemical reaction the enzyme catalyzes. Similar to puzzle pieces fitting together, the active site can only bind certain substrates.",SciQ
p1216,Decomposers break down animal remains and wastes to get energy.,SciQ
p1217,"Alkaliphiles are organisms that ""love"" bases. Bases are like the opposite of acids. Basic environments where archaeans are found include Mono Lake in California, pictured in Figure below . Mono Lake is the oldest lake in North America. The water is not only unusually basic. It's also saltier than the ocean. So archaeans that live in the water of Mono Lake must have adaptations to both salty and basic conditions. They are haloalkaliphiles.",SciQ
p1218,Many animal behaviors occur in repeated cycles. Migration and hibernation are examples of behaviors with annual cycles. Sleeping and waking are examples of behaviors with daily cycles.,SciQ
p1219,Biotic factors are all of the living or once-living aspects of the environment. They include all the organisms that live there as well as the remains of dead organisms.,SciQ
p1220,"The organs of the excretory system are also parts of other organ systems. For example, your lungs are part of the respiratory system. Your lungs remove carbon dioxide from your body, so they are also part of the excretory system. More organs of the excretory system are listed below ( Table below ).",SciQ
p1221,"Secondary succession occurs in a formerly inhabited area that was disturbed. Soil is already in place, so pioneer species include small plants such as grasses.",SciQ
p1222,"Ecological pyramids can demonstrate the decrease in energy, biomass or numbers within an ecosystem. Energy pyramids are discussed at http://www. youtube. com/watch?v=8T2nEMzk6_E (1:44).",SciQ
p1223,"The unique sequence for every protein is ultimately determined by the gene encoding the protein. A change in nucleotide sequence of the gene’s coding region may lead to a different amino acid being added to the growing polypeptide chain, causing a change in protein structure and function. In sickle cell anemia, the hemoglobin β chain (a small portion of which is shown in Figure 3.26) has a single amino acid substitution, causing a change in protein structure and function. Specifically, the amino acid glutamic acid is substituted by valine in the β chain. What is most remarkable to consider is that a hemoglobin molecule is made up of two alpha chains and two beta chains that each consist of about 150 amino acids. The molecule, therefore, has about 600 amino acids. The structural difference between a normal hemoglobin molecule and a sickle cell molecule—which dramatically decreases life expectancy—is a single amino acid of the 600. What is even more remarkable is that those 600 amino acids are encoded by three nucleotides each, and the mutation is caused by a single base change (point mutation), 1 in 1800 bases.",SciQ
p1224,"Roundworms may be free-living or parasitic organisms. Free-living worms are found mainly in freshwater habitats. Some live in moist soil. They generally feed on bacteria, fungi, protozoa, or decaying organic matter. By breaking down organic matter, they play an important role in the carbon cycle.",SciQ
p1225,"In the lungs, oxygen diffuses out of the alveoli and into the capillaries surrounding the alveoli. Oxygen (about 98 percent) binds reversibly to the respiratory pigment hemoglobin found in red blood cells (RBCs). RBCs carry oxygen to the tissues where oxygen dissociates from the hemoglobin and diffuses into the cells of the tissues. More specifically, alveolar P O 2.",SciQ
p1226,"41.4 | Nitrogenous Wastes By the end of this section, you will be able to: • Compare and contrast the way in which aquatic animals and terrestrial animals can eliminate toxic ammonia from their systems • Compare the major byproduct of ammonia metabolism in vertebrate animals to that of birds, insects, and reptiles Of the four major macromolecules in biological systems, both proteins and nucleic acids contain nitrogen. During the catabolism, or breakdown, of nitrogen-containing macromolecules, carbon, hydrogen, and oxygen are extracted and stored in the form of carbohydrates and fats. Excess nitrogen is excreted from the body. Nitrogenous wastes tend to form toxic ammonia, which raises the pH of body fluids. The formation of ammonia itself requires energy in the form of ATP and large quantities of water to dilute it out of a biological system. Animals that live in aquatic environments tend to release ammonia into the water. Animals that excrete ammonia are said to be ammonotelic. Terrestrial organisms have evolved other mechanisms to excrete nitrogenous wastes. The animals must detoxify ammonia by converting it into a relatively nontoxic form such as urea or uric acid. Mammals, including humans, produce urea, whereas reptiles and many terrestrial.",SciQ
p1227,Imagine walking in the forest in Figure below . The towering trees have been growing here for hundreds of years. It may seem as though the forest has been there forever. But no ecosystem is truly static. The numbers and types of species in most ecosystems change to some degree through time. This is called ecological succession. Important cases of ecological succession are primary succession and secondary succession.,SciQ
p1228,The enormous number of species is due to the tremendous variety of environments in which they can live.,SciQ
p1229,"Catalysts interact with reactants so the reaction can occur by an alternate pathway that has a lower activation energy. Activation energy is the energy needed to start a reaction. When activation energy is lower, more reactant particles have enough energy to react so the reaction goes faster. Many catalysts work like the one in the Figure below . (You can see an animated version at the following URL. ) The catalyst brings the reactants together by temporarily bonding with them. This makes it easier and quicker for the reactants to react together. Notice how the catalyst is released by the product molecule at the end of the reaction.",SciQ
